iter	MAPE
181	0.006695130854
182	0.006689728072
183	0.006683078281
184	0.006671690883
185	0.006662013798
186	0.006657363939
187	0.006642705952
188	0.006635459321
189	0.00663166808
190	0.006619558838
191	0.006597383048
192	0.006593481787
193	0.006586905615
194	0.006572769289
195	0.006566342807
196	0.006556279467
197	0.006549666505
198	0.006531499669
199	0.006525565949
200	0.006521455147
201	0.006509914889
202	0.006505373392
203	0.006499790299
204	0.006492178238
205	0.006481877735
206	0.006471749902
207	0.006464234989
208	0.006456003745
209	0.006445858483
210	0.00643291359
211	0.006412479199
212	0.006401163641
213	0.006383974586
214	0.006372929456
215	0.006361392239
216	0.006349768965
217	0.006342120584
218	0.006335608423
219	0.006332222495
220	0.006319953166
221	0.006316442119
222	0.006305793898
223	0.006297405422
224	0.00628449565
225	0.00627163855
226	0.00626123726
227	0.006255819693
228	0.006253029529
229	0.006240323277
230	0.006227029849
231	0.00621923144
232	0.006208538218
233	0.006202583995
234	0.006192223057
235	0.006183247194
236	0.006177507753
237	0.006166825339
238	0.006158943327
239	0.006154019728
240	0.006143920099
241	0.006135032739
242	0.00612411236
243	0.006119266584
244	0.006110782965
245	0.006103912172
246	0.006095985725
247	0.006084070735
248	0.006078270074
249	0.006072082813
250	0.006065615095
251	0.006057770361
252	0.006050013735
253	0.006042332661
254	0.006031416895
255	0.006026014918
256	0.006022172844
257	0.006008591516
258	0.005999841253
259	0.005996804739
260	0.005990772971
261	0.005981134637
262	0.005972792823
263	0.005968583857
264	0.005964755588
265	0.005960560117
266	0.005951947847
267	0.005942512541
268	0.005932080981
269	0.005921265273
270	0.005917501266
271	0.005909808551
272	0.00590511174
273	0.005900406672
274	0.0058931382
275	0.005883874664
276	0.005876184062
277	0.005862788256
278	0.005854903531
279	0.005847746371
280	0.00584243606
281	0.005838402451
282	0.005827699677
283	0.005822533587
284	0.005815397727
285	0.005806471227
286	0.00580114214
287	0.005795022217
288	0.005787669108
289	0.005782900239
290	0.005776344561
291	0.005768343806
292	0.005762379606
293	0.005755757107
294	0.005747599635
295	0.005740697365
296	0.005735737422
297	0.005729582387
298	0.005722306931
299	0.005716342754
300	0.005713575436
301	0.005709574003
302	0.005701687804
303	0.005690153503
304	0.005683323523
305	0.005678406249
306	0.005675986048
307	0.005673216421
308	0.005670069336
309	0.005664243676
310	0.005660079676
311	0.005658514219
312	0.005653930495
313	0.005650393862
314	0.005645210372
315	0.005637979117
316	0.005634946935
317	0.005624326315
318	0.005619748011
319	0.005612811883
320	0.005607503392
321	0.005600021331
322	0.005592952278
323	0.005584540995
324	0.005580198042
325	0.00557122006
326	0.005562486476
327	0.005554032972
328	0.005546328177
329	0.005544353116
330	0.005533691182
331	0.005529346295
332	0.005526468325
333	0.005517434489
334	0.005516437686
335	0.005510455276
336	0.005506639758
337	0.005504124602
338	0.005499046306
339	0.005492759125
340	0.005483211734
341	0.005477639962
342	0.005471632427
343	0.005467520781
344	0.005465707798
345	0.005458670014
346	0.00545082718
347	0.00544280327
348	0.005436225575
349	0.005433378372
350	0.005425279045
351	0.005421389007
352	0.005417228689
353	0.005411785286
354	0.005406969129
355	0.005400545093
356	0.005395645353
357	0.005390877918
358	0.005389248999
359	0.005386391654
360	0.005379253947
361	0.005373408341
362	0.005368295361
363	0.005361593684
364	0.005356685614
365	0.005355532829
366	0.005350436602
367	0.005348497776
368	0.005342424087
369	0.005339438392
370	0.005335795278
371	0.005330777955
372	0.005327837021
373	0.005319741091
374	0.005316981974
375	0.005315350106
376	0.005313441743
377	0.005306279942
378	0.005298781959
379	0.005293372243
380	0.005289576974
381	0.005284532634
382	0.005280566754
383	0.005275542259
384	0.005272825984
385	0.00526922089
386	0.005262289202
387	0.00525616597
388	0.005254870719
389	0.005250385669
390	0.005244565813
391	0.005243979746
392	0.005239348937
393	0.005232790645
394	0.005229842053
395	0.005229462202
396	0.005228584801
397	0.005224791977
398	0.005216842447
399	0.005209551725
400	0.005199923196
401	0.005195201388
402	0.00518897047
403	0.005186268379
404	0.005182513015
405	0.005181469775
406	0.005176601781
407	0.00517225115
408	0.005168412246
409	0.005163108812
410	0.005156417139
411	0.005153419437
412	0.00514965663
413	0.00514280664
414	0.005139620139
415	0.005133746459
416	0.005127594825
417	0.005123716108
418	0.005121107768
419	0.005117640659
420	0.005116394412
421	0.005110176663
422	0.005109812102
423	0.005105261811
424	0.005103429424
425	0.005100354028
426	0.005094656745
427	0.005089467524
428	0.005083026961
429	0.005078989813
430	0.00507682038
431	0.005074248327
432	0.005069563013
433	0.005065480747
434	0.005061013046
435	0.005057788599
436	0.00505194283
437	0.005048123232
438	0.00504598571
439	0.005042861779
440	0.005037736657
441	0.005034230405
442	0.005028722412
443	0.005025929116
444	0.005023982132
445	0.005020232202
446	0.005010867266
447	0.005007978859
448	0.005003429016
449	0.005000147739
450	0.004996666017
451	0.004993399471
452	0.004990212392
453	0.00498796437
454	0.004987126417
455	0.004985399338
456	0.004981926309
457	0.004979044338
458	0.004977325622
459	0.00497478564
460	0.004971501534
461	0.004968287387
462	0.004966905975
463	0.004965938292
464	0.004963782868
465	0.00496158655
466	0.004958115289
467	0.004952127033
468	0.004950198182
469	0.004946482341
470	0.004941276673
471	0.004941153692
472	0.004939532183
473	0.004933577489
474	0.00492678276
475	0.004924237874
476	0.004923634125
477	0.004919066804
478	0.004916885135
479	0.004912911706
480	0.004908172841
481	0.004905071398
482	0.004899818747
483	0.004897917541
484	0.004895454301
485	0.004891734895
486	0.004888489196
487	0.004883716144
488	0.00488215888
489	0.004879797953
490	0.004874959842
491	0.004869434688
492	0.004865245535
493	0.004864622108
494	0.004863050671
495	0.00485798286
496	0.004854443976
497	0.004849076497
498	0.004847053563
499	0.004843392875
500	0.00483667298
501	0.004835535745
502	0.004831569797
503	0.004829331332
504	0.00482660352
505	0.004820275517
506	0.004818803627
507	0.004815607843
508	0.004812535522
509	0.004808706818
510	0.004804753843
511	0.004801084586
512	0.004792507584
513	0.00478973522
514	0.004788035665
515	0.00478534791
516	0.004784535891
517	0.004783478499
518	0.004778288164
519	0.004775707328
520	0.00477499958
521	0.004771055721
522	0.004770600473
523	0.004768483463
524	0.00476766922
525	0.004762308147
526	0.004758127878
527	0.004751906248
528	0.004747904289
529	0.004745187086
530	0.004743872537
531	0.004741602062
532	0.004740320935
533	0.004734020335
534	0.004731218002
535	0.004730118067
536	0.004729297862
537	0.00472524181
538	0.004724574408
539	0.004722978285
540	0.004718620379
541	0.00471486062
542	0.004712824833
543	0.004710708141
544	0.004709631096
545	0.004708913985
546	0.004705134857
547	0.004703978485
548	0.004700606684
549	0.00469882494
550	0.004696893305
551	0.00469413643
552	0.0046924707
553	0.00468947858
554	0.004686095435
555	0.004684761397
556	0.004680924904
557	0.004677244787
558	0.004674137462
559	0.004671248769
560	0.004666360176
561	0.004662734111
562	0.004659956513
563	0.004655792928
564	0.004653728939
565	0.004653130273
566	0.004652256868
567	0.004651798434
568	0.004651089579
569	0.004649231581
570	0.004646104166
571	0.004642801118
572	0.004641044944
573	0.004640126356
574	0.004636338461
575	0.00463161675
576	0.004630835723
577	0.004628204168
578	0.004626348525
579	0.00462593293
580	0.004622491714
581	0.004620338038
582	0.004615542783
583	0.004612199819
584	0.004611157782
585	0.004608934963
586	0.004602850391
587	0.004600022823
588	0.004597582885
589	0.004595524428
590	0.004594494136
591	0.004593646556
592	0.004589816606
593	0.004587512501
594	0.004583445059
595	0.004583276601
596	0.00457830113
597	0.004577243392
598	0.004573879146
599	0.004570613556
600	0.004565654517
601	0.00456418715
602	0.004562776392
603	0.004561330343
604	0.004558883361
605	0.004555602262
606	0.004554330694
607	0.004553252643
608	0.004550458159
609	0.004549680546
610	0.004545741145
611	0.004544538553
612	0.004544350408
613	0.004542921239
614	0.004538610263
615	0.004536166662
616	0.004534751121
617	0.004531291677
618	0.004530493101
619	0.004528740711
620	0.004525816862
621	0.004523117792
622	0.004521553115
623	0.004514707724
624	0.004508285023
625	0.004507186204
626	0.004504281543
627	0.004502145388
628	0.004499031405
629	0.004496860422
630	0.004496171647
631	0.004494153142
632	0.004491008784
633	0.004486244397
634	0.00448532364
635	0.004484536106
636	0.004483280669
637	0.004483083715
638	0.004482526912
639	0.004478797062
640	0.00447677707
641	0.004474470092
642	0.004471184193
643	0.00446911494
644	0.004467634158
645	0.004464780691
646	0.004462453522
647	0.004460318921
648	0.004456958384
649	0.004455369499
650	0.004455123269
651	0.004453889152
652	0.004452226439
653	0.004446965432
654	0.00444575357
655	0.004443200699
656	0.004442380807
657	0.004441470087
658	0.004437853557
659	0.00443417856
660	0.004431159551
661	0.004430226006
662	0.004429358641
663	0.004427470151
664	0.004424073273
665	0.004423255319
666	0.004420084409
667	0.004418582118
668	0.004413927398
669	0.004413567666
670	0.004409666653
671	0.004407977745
672	0.004404941231
673	0.004402743141
674	0.004401682556
675	0.004399712598
676	0.004396752045
677	0.004394053655
678	0.004392387371
679	0.004392042416
680	0.004389443117
681	0.004387997545
682	0.004385097388
683	0.004383641852
684	0.004381785826
685	0.004378194313
686	0.00437688279
687	0.004375071194
688	0.004374143819
689	0.004372604143
690	0.004372135484
691	0.00436558413
692	0.004364959704
693	0.004363333082
694	0.004359089802
695	0.004357136154
696	0.004353062656
697	0.004350170687
698	0.004347349917
699	0.004344294509
700	0.00434154605
701	0.004340853301
702	0.004339723443
703	0.004336870676
704	0.004334483216
705	0.004333903756
706	0.004329786654
707	0.004327788573
708	0.004327019515
709	0.004326532421
710	0.004320893579
711	0.004319035751
712	0.004318290388
713	0.004315569972
714	0.004313515239
715	0.004310741294
716	0.004310196051
717	0.004309674803
718	0.004309534799
719	0.004308149984
720	0.004303987008
721	0.004301153171
722	0.004296841561
723	0.004296040079
724	0.004295711466
725	0.004293882591
726	0.004292900844
727	0.004289931383
728	0.004288384004
729	0.004287527397
730	0.004284565573
731	0.004284008527
732	0.004281420943
733	0.004279915477
734	0.004277233049
735	0.004274563538
736	0.00427204713
737	0.004267803726
738	0.004266443455
739	0.004265601724
740	0.004264948844
741	0.004264206053
742	0.00426328808
743	0.004262064878
744	0.004259376323
745	0.004257882277
746	0.004253309586
747	0.004252926904
748	0.004251167504
749	0.004248851544
750	0.004246803021
751	0.004242600043
752	0.004240881573
753	0.004236947638
754	0.004235947262
755	0.004234571245
756	0.004231920075
757	0.004229360903
758	0.004228518634
759	0.004226758926
760	0.004224684895
761	0.004223402684
762	0.004221478089
763	0.004219966977
764	0.004219831406
765	0.004217418377
766	0.004215974133
767	0.004213729788
768	0.004209034175
769	0.00420693526
770	0.004205227907
771	0.004203850415
772	0.004202267071
773	0.004199246565
774	0.004197383842
775	0.004195996623
776	0.004195887242
777	0.004194631622
778	0.004192597678
779	0.004190751848
780	0.004189961127
781	0.004189223178
782	0.004187099076
783	0.004184915873
784	0.004184748643
785	0.00418150896
786	0.004178476499
787	0.00417706209
788	0.004176319673
789	0.004175142727
790	0.004173075755
791	0.004171731925
792	0.004169852901
793	0.004168400294
794	0.004167296609
795	0.004165690283
796	0.00416209559
797	0.004160664985
798	0.00415935278
799	0.004158353791
800	0.004154480193
801	0.004153132178
802	0.004150833848
803	0.00415014576
804	0.004149260469
805	0.00414752684
806	0.004146036532
807	0.00414417073
808	0.004143679789
809	0.004141493647
810	0.004139523066
811	0.004138705615
812	0.004137262286
813	0.004134833075
814	0.00413165732
815	0.004130395176
816	0.004130133322
817	0.004129135732
818	0.004128215938
819	0.00412718344
820	0.004123376261
821	0.00412041868
822	0.0041171338
823	0.004116049347
824	0.004114268149
825	0.004114172585
826	0.004113681756
827	0.004112198236
828	0.004111519305
829	0.004109657334
830	0.004108199483
831	0.004106863941
832	0.004105634413
833	0.004104626028
834	0.004103331112
835	0.004100974145
836	0.004099932866
837	0.004099336845
838	0.004098770245
839	0.004097103896
840	0.004094482568
841	0.004092714042
842	0.004090143055
843	0.004089315347
844	0.004088040555
845	0.004087522874
846	0.004086500756
847	0.004085090637
848	0.004082858446
849	0.004082397095
850	0.004082293794
851	0.004081097088
852	0.004078817878
853	0.004077695864
854	0.004073445265
855	0.004071077986
856	0.004070762463
857	0.0040704221
858	0.004070140326
859	0.004069616768
860	0.0040674218
861	0.004066716638
862	0.004066310531
863	0.004066117172
864	0.004063824596
865	0.00406346962
866	0.004063259769
867	0.004061731921
868	0.004061705656
869	0.004059766158
870	0.004058385197
871	0.004056060913
872	0.004055977681
873	0.00405438529
874	0.004052961633
875	0.004052469628
876	0.004051211117
877	0.004049728603
878	0.004046761445
879	0.004044944162
880	0.004044788805
881	0.004041466626
882	0.004039923975
883	0.004039657749
884	0.004037340642
885	0.004036671178
886	0.004036184881
887	0.00403387481
888	0.004032634571
889	0.004029758248
890	0.004028858395
891	0.004027944174
892	0.00402389315
893	0.004023425761
894	0.004022692466
895	0.004022172896
896	0.004021229112
897	0.004020715667
898	0.004020215957
899	0.004019146722
900	0.004016866929
901	0.00401572161
902	0.004014861399
903	0.004012952108
904	0.004012080297
905	0.004010973911
906	0.004010415244
907	0.004009980278
908	0.004009510453
909	0.00400767261
910	0.004006866045
911	0.00400484836
912	0.004003904945
913	0.004002779717
914	0.004002164087
915	0.004001631998
916	0.0039992541
917	0.003997467824
918	0.003995911248
919	0.003995816348
920	0.003994614428
921	0.00399291473
922	0.00399271768
923	0.003992403843
924	0.00399122156
925	0.003989973493
926	0.003989172432
927	0.003986302112
928	0.003985370056
929	0.003984490384
930	0.003983346351
931	0.003982619382
932	0.003979480762
933	0.003978797869
934	0.003977446185
935	0.003976685292
936	0.003975651961
937	0.003974046311
938	0.003971437439
939	0.00397048113
940	0.003968861884
941	0.003968086028
942	0.003964160456
943	0.003962774177
944	0.00396167172
945	0.003960658727
946	0.003960205424
947	0.003957996378
948	0.003956760517
949	0.003955071824
950	0.003952917421
951	0.003950991962
952	0.003950152706
953	0.003948619527
954	0.003948140007
955	0.003946282053
956	0.003945328068
957	0.00394330382
958	0.003942645913
959	0.00394243024
960	0.003941033159
961	0.003940718936
962	0.003940496752
963	0.003939455042
964	0.003938766406
965	0.003937481083
966	0.003935696563
967	0.003934376954
968	0.003933303271
969	0.003932756212
970	0.003932634573
971	0.003932159809
972	0.003929854643
973	0.003928302691
974	0.003927157181
975	0.003924219173
976	0.003922396587
977	0.003920867428
978	0.003919912033
979	0.003919655294
980	0.003918792858
981	0.003917744939
982	0.003917015475
983	0.003915856363
984	0.003914399887
985	0.003913955962
986	0.003912361075
987	0.003911782413
988	0.003907724164
989	0.003906844757
990	0.003904685624
991	0.003903666607
992	0.003902759978
993	0.003901881562
994	0.003900118793
995	0.003897335555
996	0.003896280196
997	0.003895849385
998	0.003894394296
999	0.00389131863
1000	0.003890120004
1001	0.003888643709
1002	0.003886644228
1003	0.003885155795
1004	0.003884643327
1005	0.003882662582
1006	0.003882419618
1007	0.003880688069
1008	0.003879985806
1009	0.00387783687
1010	0.003876271847
1011	0.00387189505
1012	0.003868957449
1013	0.003867670757
1014	0.00386718203
1015	0.003866874543
1016	0.003865587873
1017	0.003864608275
1018	0.003861342734
1019	0.003859788978
1020	0.003858987926
1021	0.003858421297
1022	0.00385744786
1023	0.003856341359
1024	0.003855512747
1025	0.003854154133
1026	0.003853064854
1027	0.003851390451
1028	0.003850668309
1029	0.00384927894
1030	0.003849033297
1031	0.003847973711
1032	0.003847379079
1033	0.003846269326
1034	0.003843924945
1035	0.003842837928
1036	0.003842125645
1037	0.003838546504
1038	0.003837535192
1039	0.003837078648
1040	0.003835087239
1041	0.003834923735
1042	0.003834152694
1043	0.003833497581
1044	0.003833420221
1045	0.00383143469
1046	0.003829394829
1047	0.003828370232
1048	0.003826877557
1049	0.003826188368
1050	0.003823893924
1051	0.003823111433
1052	0.003822120083
1053	0.00382123064
1054	0.003819644357
1055	0.003818006553
1056	0.003813306126
1057	0.003813080657
1058	0.003808094906
1059	0.003804970303
1060	0.003804360269
1061	0.003802427381
1062	0.003801230383
1063	0.003800888317
1064	0.003799117932
1065	0.003798745108
1066	0.003797938553
1067	0.003796844023
1068	0.00379537751
1069	0.003793732169
1070	0.003792288876
1071	0.003791678914
1072	0.003791328673
1073	0.003789711627
1074	0.003789140599
1075	0.00378792004
1076	0.003787521656
1077	0.003786337813
1078	0.003784644775
1079	0.003784269269
1080	0.003783957147
1081	0.003783568154
1082	0.003783216696
1083	0.003781714941
1084	0.003780023805
1085	0.00377892149
1086	0.003776462856
1087	0.003776188209
1088	0.003775688734
1089	0.003773982506
1090	0.003772908536
1091	0.003771231109
1092	0.003770402331
1093	0.003770032927
1094	0.003767270647
1095	0.003765112609
1096	0.003764009775
1097	0.003762925721
1098	0.00376287631
1099	0.003762491628
1100	0.003762290474
1101	0.003760273032
1102	0.003759834535
1103	0.003759455035
1104	0.003757003409
1105	0.003756933702
1106	0.003754925126
1107	0.003754380898
1108	0.003753716492
1109	0.003752198326
1110	0.00375061276
1111	0.003750257642
1112	0.00374862361
1113	0.003747665963
1114	0.003746944923
1115	0.003746640828
1116	0.003745457361
1117	0.003743842025
1118	0.003741439942
1119	0.003741051858
1120	0.003740762093
1121	0.003740567936
1122	0.003739224467
1123	0.003738568917
1124	0.003737805927
1125	0.003736600667
1126	0.003735373778
1127	0.003733955662
1128	0.003732053308
1129	0.003731491109
1130	0.003729583116
1131	0.003727650605
1132	0.00372581802
1133	0.003725123847
1134	0.003721882846
