iter	Passed	Remaining
272	1119	1750
273	1123	1746
274	1126	1741
275	1131	1737
276	1134	1732
277	1137	1726
278	1141	1722
279	1145	1717
280	1150	1714
281	1153	1709
282	1156	1704
283	1160	1699
284	1165	1696
285	1168	1691
286	1172	1686
287	1176	1682
288	1179	1677
289	1183	1673
290	1187	1669
291	1192	1666
292	1196	1661
293	1199	1656
294	1202	1650
295	1205	1645
296	1208	1640
297	1212	1635
298	1215	1629
299	1219	1626
300	1223	1621
301	1227	1617
302	1230	1612
303	1234	1607
304	1237	1602
305	1240	1597
306	1244	1592
307	1248	1588
308	1251	1583
309	1254	1578
310	1258	1573
311	1262	1570
312	1265	1564
313	1269	1560
314	1273	1556
315	1276	1551
316	1282	1549
317	1286	1545
318	1289	1540
319	1294	1537
320	1298	1532
321	1301	1527
322	1304	1522
323	1308	1517
324	1311	1513
325	1314	1508
326	1318	1503
327	1322	1499
328	1326	1496
329	1330	1491
330	1333	1486
331	1336	1481
332	1339	1476
333	1343	1472
334	1347	1468
335	1351	1463
336	1354	1458
337	1357	1453
338	1360	1449
339	1363	1444
340	1367	1439
341	1373	1438
342	1377	1433
343	1380	1428
344	1383	1423
345	1387	1419
346	1391	1415
347	1394	1410
348	1398	1406
349	1401	1401
350	1405	1397
351	1408	1392
352	1411	1387
353	1414	1382
354	1417	1377
355	1421	1373
356	1425	1369
357	1429	1365
358	1432	1360
359	1436	1356
360	1439	1351
361	1444	1348
362	1447	1344
363	1451	1339
364	1454	1334
365	1458	1331
366	1463	1328
367	1466	1323
368	1470	1318
369	1473	1314
370	1477	1309
371	1480	1305
372	1483	1300
373	1487	1296
374	1490	1292
375	1493	1287
376	1497	1282
377	1501	1279
378	1504	1274
379	1507	1269
380	1510	1264
381	1514	1260
382	1518	1256
383	1522	1253
384	1526	1249
385	1530	1245
386	1534	1241
387	1538	1237
388	1543	1233
389	1546	1229
390	1549	1224
391	1556	1223
392	1560	1218
393	1563	1214
394	1566	1209
395	1570	1205
396	1573	1201
397	1577	1196
398	1580	1192
399	1583	1187
400	1587	1183
401	1590	1179
402	1594	1175
403	1597	1170
404	1600	1165
405	1604	1161
406	1607	1157
407	1611	1153
408	1614	1148
409	1619	1145
410	1623	1141
411	1626	1137
412	1630	1132
413	1633	1128
414	1637	1124
415	1641	1120
416	1646	1117
417	1650	1113
418	1655	1109
419	1658	1105
420	1661	1101
421	1665	1097
422	1669	1093
423	1673	1089
424	1676	1084
425	1679	1080
426	1685	1077
427	1689	1073
428	1692	1068
429	1695	1064
430	1698	1059
431	1701	1055
432	1706	1052
433	1710	1048
434	1713	1043
435	1717	1040
436	1721	1035
437	1724	1031
438	1727	1027
439	1732	1023
440	1739	1021
441	1743	1017
442	1746	1013
443	1750	1009
444	1754	1005
445	1757	1000
446	1761	996
447	1765	992
448	1769	989
449	1773	985
450	1777	981
451	1781	977
452	1785	973
453	1789	969
454	1793	965
455	1797	961
456	1801	957
457	1804	953
458	1807	949
459	1811	944
460	1814	940
461	1818	936
462	1821	932
463	1825	928
464	1830	925
465	1833	920
466	1838	917
467	1842	913
468	1845	909
469	1849	905
470	1852	900
471	1856	896
472	1859	892
473	1862	888
474	1865	883
475	1869	879
476	1873	875
477	1876	871
478	1879	867
479	1884	863
480	1888	859
481	1894	856
482	1900	854
483	1905	850
484	1909	846
485	1914	843
486	1920	839
487	1923	835
488	1927	831
489	1930	827
490	1934	823
491	1936	818
492	1940	814
493	1944	810
494	1949	807
495	1953	803
496	1956	799
497	1959	794
498	1967	792
499	1970	788
500	1973	784
501	1977	779
502	1981	776
503	1984	771
504	1987	767
505	1990	763
506	1994	759
507	1997	755
508	2001	751
509	2004	746
510	2009	743
511	2014	739
512	2018	735
513	2021	731
514	2024	727
515	2029	723
516	2033	719
517	2037	715
518	2042	712
519	2049	709
520	2052	705
521	2055	701
522	2059	697
523	2062	692
524	2066	688
525	2069	684
526	2073	680
527	2077	676
528	2080	672
529	2083	668
530	2087	664
531	2090	660
532	2094	656
533	2097	652
534	2103	648
535	2107	644
536	2110	640
537	2114	636
538	2117	632
539	2120	628
540	2123	624
541	2126	620
542	2131	616
543	2136	612
544	2140	608
545	2144	604
546	2150	601
547	2153	597
548	2158	593
549	2162	589
550	2166	585
551	2169	581
552	2172	577
553	2177	573
554	2180	569
555	2183	565
556	2186	561
557	2191	557
558	2194	553
559	2198	549
560	2201	545
561	2204	541
562	2207	537
563	2210	533
564	2213	528
565	2221	525
566	2228	522
567	2236	519
568	2242	516
569	2245	512
570	2249	508
571	2253	504
572	2257	500
573	2260	496
574	2264	492
575	2267	488
576	2271	484
577	2275	480
578	2279	476
579	2284	472
580	2289	468
581	2294	465
582	2297	461
583	2300	457
584	2304	452
585	2308	449
586	2311	445
587	2314	440
588	2317	436
589	2321	432
590	2324	428
591	2328	424
592	2331	420
593	2335	416
594	2339	412
595	2343	408
596	2345	404
597	2349	400
598	2353	396
599	2356	392
600	2359	388
601	2363	384
602	2366	380
603	2369	376
604	2374	372
605	2377	368
606	2381	364
607	2385	360
608	2389	357
609	2392	353
610	2396	349
611	2399	345
612	2405	341
613	2408	337
614	2412	333
615	2414	329
616	2418	325
617	2421	321
618	2425	317
619	2429	313
620	2431	309
621	2435	305
622	2438	301
623	2442	297
624	2446	293
625	2449	289
626	2452	285
627	2456	281
628	2459	277
629	2463	273
630	2467	269
631	2471	265
632	2475	261
633	2478	257
634	2481	254
635	2484	250
636	2488	246
637	2491	242
638	2494	238
639	2499	234
640	2504	230
641	2508	226
642	2511	222
643	2515	218
644	2518	214
645	2522	210
646	2525	206
647	2529	202
648	2533	199
649	2538	195
650	2541	191
651	2545	187
652	2548	183
653	2552	179
654	2556	175
655	2559	171
656	2562	167
657	2565	163
658	2569	159
659	2573	155
660	2576	152
661	2579	148
662	2583	144
663	2586	140
664	2589	136
665	2592	132
666	2596	128
667	2601	124
668	2607	120
669	2609	116
670	2612	112
671	2616	109
672	2620	105
673	2624	101
674	2627	97
675	2632	93
676	2636	89
677	2639	85
678	2643	81
679	2649	77
680	2654	74
681	2658	70
682	2661	66
683	2665	62
684	2669	58
685	2672	54
686	2675	50
687	2679	46
688	2683	42
689	2687	38
690	2691	35
691	2695	31
692	2700	27
693	2703	23
694	2706	19
695	2710	15
696	2714	11
697	2718	7
698	2722	3
699	2725	0
