iter	RMSE
166	0.1941996468
167	0.1935177025
168	0.1930797727
169	0.1929297737
170	0.1926459177
171	0.1922089801
172	0.1913378454
173	0.1911511738
174	0.190988302
175	0.1904207432
176	0.1898638051
177	0.189347987
178	0.1887796746
179	0.1886837053
180	0.1878545501
181	0.1873434381
182	0.1868783174
183	0.1868062933
184	0.1860013782
185	0.1856522114
186	0.1854061389
187	0.1852535397
188	0.1847201811
189	0.1842615895
190	0.1838917887
191	0.1834300678
192	0.1833112023
193	0.1823867368
194	0.1821049867
195	0.181665048
196	0.1814179444
197	0.1809371712
198	0.1805389588
199	0.179730139
200	0.1791213896
201	0.179005948
202	0.178629139
203	0.178580246
204	0.1782872833
205	0.1782298882
206	0.1779985044
207	0.1776267176
208	0.1770110448
209	0.1765798252
210	0.1761493041
211	0.1757865026
212	0.1752998768
213	0.1748354787
214	0.1743204529
215	0.174002939
216	0.173305981
217	0.1732222609
218	0.1725469314
219	0.1722179456
220	0.171874682
221	0.1714227583
222	0.1708304772
223	0.1703499175
224	0.1697110004
225	0.1692149515
226	0.1685625723
227	0.1683247081
228	0.1679611592
229	0.1674725911
230	0.1669756021
231	0.1665750555
232	0.1659517466
233	0.1656403579
234	0.1652794902
235	0.1651012176
236	0.16475144
237	0.1644628672
238	0.1643746246
239	0.1643467719
240	0.1636805822
241	0.1632431374
242	0.1626568374
243	0.1622601909
244	0.1618223109
245	0.1615090666
246	0.1611118925
247	0.1605778854
248	0.1600513477
249	0.1596156182
250	0.1591031766
251	0.1587432876
252	0.1583655937
253	0.1582715379
254	0.1577427092
255	0.15691621
256	0.1564198182
257	0.1560415573
258	0.1554424804
259	0.1549897148
260	0.1548122825
261	0.154329853
262	0.1540338533
263	0.1536668197
264	0.1532451599
265	0.1531196669
266	0.15243826
267	0.1521955326
268	0.1516824941
269	0.1513441423
270	0.1510645967
271	0.1506593848
272	0.1500633892
273	0.1498148246
274	0.1494571641
275	0.1490210183
276	0.1486975928
277	0.1483505358
278	0.1480660705
279	0.1477927402
280	0.147410388
281	0.1469196053
282	0.146446379
283	0.1459736882
284	0.1458710549
285	0.1454772481
286	0.1453285855
287	0.1451758638
288	0.1446529541
289	0.1443701985
290	0.1440536846
291	0.1439967207
292	0.1439174167
293	0.1437104168
294	0.1432823211
295	0.1428571686
296	0.1426449769
297	0.1423905438
298	0.1420542787
299	0.141938875
300	0.1417680891
301	0.1417129475
302	0.141441561
303	0.1413959686
304	0.1409618551
305	0.1407987475
306	0.1404852177
307	0.1401661733
308	0.1400029834
309	0.1395099479
310	0.1394184851
311	0.1392433862
312	0.139022231
313	0.1385610691
314	0.1385224068
315	0.1382488711
316	0.1380339439
317	0.1377169744
318	0.1373838342
319	0.1371655048
320	0.1368416484
321	0.1364441078
322	0.136110395
323	0.1360267614
324	0.1356891473
325	0.1354311221
326	0.134989587
327	0.1347862052
328	0.1347502231
329	0.1344973031
330	0.1344395475
331	0.1341156593
332	0.1340385866
333	0.1336931516
334	0.1335961119
335	0.133354237
336	0.1332309868
337	0.1330174355
338	0.1329865183
339	0.1328167178
340	0.1324840176
341	0.1324433272
342	0.1322086792
343	0.1318243071
344	0.1313449115
345	0.1312744987
346	0.131021358
347	0.1308104202
348	0.1305824281
349	0.1305475728
350	0.1303149782
351	0.129924185
352	0.1296256211
353	0.1294783898
354	0.1294043023
355	0.1291623275
356	0.1286849422
357	0.1284296156
358	0.1281036455
359	0.1278944187
360	0.1278615589
361	0.1275016728
362	0.1272901918
363	0.1270524471
364	0.1269964546
365	0.1269302486
366	0.1266468061
367	0.126501867
368	0.1261084715
369	0.1260671097
370	0.1258303058
371	0.1255601093
372	0.1254520998
373	0.1250391856
374	0.1247314352
375	0.1245315931
376	0.1244100361
377	0.124125419
378	0.1237052915
379	0.1233339057
380	0.1230129467
381	0.1226945995
382	0.1224850515
383	0.1220429204
384	0.121989729
385	0.1217858471
386	0.121644313
387	0.1213201897
388	0.1211294141
389	0.1209393064
390	0.1207672178
391	0.1206947932
392	0.1203622704
393	0.1202075209
394	0.1199478846
395	0.1198284016
396	0.1196506161
397	0.1193895446
398	0.1192553995
399	0.1189226623
400	0.1187734554
401	0.1185193367
402	0.1182432909
403	0.1179933249
404	0.1178658599
405	0.1177605322
406	0.1175337687
407	0.1174734336
408	0.1172690978
409	0.1171343528
410	0.1168936469
411	0.1167013881
412	0.1163207134
413	0.1160281669
414	0.1159519236
415	0.1156905525
416	0.1156379394
417	0.1155144627
418	0.1154397136
419	0.1153976046
420	0.1152182509
421	0.1150768976
422	0.1148626985
423	0.1147450937
424	0.1143938934
425	0.1142134042
426	0.1141713746
427	0.1139305351
428	0.1137108835
429	0.1135249366
430	0.1133196594
431	0.1131715373
432	0.1130655421
433	0.1129435104
434	0.1128510253
435	0.1126251716
436	0.1125790421
437	0.1125598158
438	0.1123126603
439	0.1121430279
440	0.1119818024
441	0.1117731267
442	0.1115233362
443	0.1111354859
444	0.1109667585
445	0.1107831192
446	0.1106074037
447	0.1103322877
448	0.1103062669
449	0.1100652857
450	0.1099031101
451	0.109663262
452	0.1096141017
453	0.109430349
454	0.109381564
455	0.1091912694
456	0.1091269898
457	0.1089722841
458	0.1086392915
459	0.1083890904
460	0.1081761655
461	0.1081478622
462	0.1079269563
463	0.1075933318
464	0.1073220003
465	0.1071099643
466	0.1068654879
467	0.1066533406
468	0.1064742636
469	0.1063995608
470	0.1062780652
471	0.1061072976
472	0.1058179232
473	0.105716392
474	0.1056834546
475	0.1053509952
476	0.1051867089
477	0.1049838178
478	0.1048688728
479	0.1047380419
480	0.1045858231
481	0.1044799726
482	0.1042046011
483	0.1040882118
484	0.1038610267
485	0.1037670722
486	0.1035709734
487	0.1033979701
488	0.1031590369
489	0.1030331452
490	0.102998262
491	0.1027591971
492	0.1025431884
493	0.1024154976
494	0.1023954057
495	0.102137914
496	0.1019872293
497	0.1019185382
498	0.1018398061
499	0.1016896593
500	0.101492955
501	0.1013899412
502	0.1012309811
503	0.1011444175
504	0.1007838041
505	0.1005697643
506	0.1004972226
507	0.1004702139
508	0.100295843
509	0.1000164309
510	0.09987646568
511	0.09977401724
512	0.09976297061
513	0.09965126359
514	0.09952921977
515	0.09928611564
516	0.09920288811
517	0.09891396998
518	0.0988093478
519	0.098706007
520	0.09867667853
521	0.09848806902
522	0.09824115827
523	0.09821163866
524	0.09806024842
525	0.09794599835
526	0.09781073071
527	0.09771422319
528	0.09752759065
529	0.0972972819
530	0.09716785066
531	0.09703943992
532	0.09679101801
533	0.09664032009
534	0.0965431614
535	0.09638866438
536	0.09624332834
537	0.09622690607
538	0.09615631384
539	0.09589369174
540	0.09573783204
541	0.09556881381
542	0.09533386019
543	0.09526819497
544	0.09514517655
545	0.09496483155
546	0.09479461593
547	0.09457867994
548	0.09448628869
549	0.0942777078
550	0.09415514725
551	0.09406274784
552	0.093963122
553	0.09380056631
554	0.09368100324
555	0.09365264706
556	0.093476163
557	0.09325661022
558	0.09305222819
559	0.09301615757
560	0.09295317844
561	0.09278425881
562	0.09269481458
563	0.09237936205
564	0.09224209795
565	0.09199465644
566	0.09184525756
567	0.09170501466
568	0.0914448757
569	0.09123226023
570	0.09108440669
571	0.09096731508
572	0.09082006269
573	0.09067580689
574	0.09059885986
575	0.0905795949
576	0.09046468473
577	0.09042946088
578	0.09037031219
579	0.0902016213
580	0.08999154127
581	0.08987402428
582	0.08979547138
583	0.08960174126
584	0.08955042211
585	0.08940321812
586	0.08928705861
587	0.08919636526
588	0.08906728777
589	0.0889801516
590	0.08883403949
591	0.08867128121
592	0.08858760552
593	0.08848594735
594	0.0884225085
595	0.08837128976
596	0.08821750461
597	0.08804041462
598	0.08782434176
599	0.08772383713
600	0.08764655906
601	0.08749855009
602	0.08740328719
603	0.08733213969
604	0.08715761459
605	0.08693514688
606	0.08679382668
607	0.08673580616
608	0.08659866676
609	0.08639211065
610	0.0862135493
611	0.08610927616
612	0.08596419258
613	0.08589009121
614	0.08578521044
615	0.08573387217
616	0.08559322292
617	0.08548723474
618	0.0854476283
619	0.08526509831
620	0.08522758053
621	0.0849675744
622	0.08490417175
623	0.0848045539
624	0.08470428572
625	0.08463823666
626	0.08445521171
627	0.08432689504
628	0.08423215393
629	0.08407171409
630	0.08388690823
631	0.08370519156
632	0.08357803297
633	0.0834278203
634	0.08334781573
635	0.08316587922
636	0.08308548043
637	0.08305082226
638	0.08301677449
639	0.0829353659
640	0.08287947972
641	0.08282251866
642	0.0827764374
643	0.08275693829
644	0.08268971985
645	0.08258270841
646	0.08255757299
647	0.08249402118
648	0.0824717819
649	0.08244278698
650	0.0822687696
651	0.08223609703
652	0.08204121535
653	0.08203638406
654	0.08199759086
655	0.08185685116
656	0.08176268612
657	0.08172688413
658	0.08169349283
659	0.08162936579
660	0.08155906337
661	0.08146248312
662	0.08135089699
663	0.0812397322
664	0.08116329812
665	0.08108034211
666	0.08106812954
667	0.08097173552
668	0.08077608809
669	0.08075665482
670	0.08064402308
671	0.0804163964
672	0.0803921072
673	0.08029977582
674	0.08029140623
675	0.08022264113
676	0.08014791797
677	0.08009284242
678	0.07995939555
679	0.07987250034
680	0.07970911221
681	0.07960213387
682	0.07959989116
683	0.07950536097
684	0.07944234843
685	0.07941420244
686	0.07931285662
687	0.07908515828
688	0.07899455359
689	0.07894344295
690	0.07888073399
691	0.07882197166
692	0.07881122969
693	0.07868643432
694	0.07859940779
695	0.07844399575
696	0.07835500265
697	0.07821117279
698	0.07806355614
699	0.07796635324
