iter	RMSE
255	0.1604978506
256	0.159922732
257	0.1595748073
258	0.1591077415
259	0.1590138268
260	0.1588553612
261	0.1587022302
262	0.1584914626
263	0.1581538326
264	0.1578180554
265	0.1574745905
266	0.1572042918
267	0.1568874517
268	0.1564165701
269	0.1562695327
270	0.1562154164
271	0.1559331259
272	0.1558811332
273	0.15543002
274	0.1551239514
275	0.1546102432
276	0.1542354585
277	0.1538954093
278	0.153752771
279	0.1532253758
280	0.1531406995
281	0.1528156012
282	0.1525470663
283	0.1521946938
284	0.1520541761
285	0.1516119352
286	0.1513009874
287	0.1508941377
288	0.1505346405
289	0.1504266238
290	0.1501819737
291	0.1500329775
292	0.1496187541
293	0.1495048541
294	0.1491309488
295	0.1487055905
296	0.1482485527
297	0.1479491036
298	0.1475078079
299	0.1471723343
300	0.1469245902
301	0.1467136369
302	0.1464095569
303	0.1461470245
304	0.1458797859
305	0.1456565926
306	0.145267853
307	0.1448843686
308	0.1445309703
309	0.1440524113
310	0.1438756901
311	0.1438104144
312	0.1434918045
313	0.1431921251
314	0.143026364
315	0.1426108984
316	0.1422856687
317	0.1419500798
318	0.1416955332
319	0.1415452042
320	0.1412113611
321	0.140931614
322	0.1407833349
323	0.1403778106
324	0.1399014165
325	0.1398211064
326	0.1395166548
327	0.1393368771
328	0.1390108199
329	0.1387610439
330	0.1387227251
331	0.1383087425
332	0.1381625666
333	0.1377756077
334	0.1375657762
335	0.1371983999
336	0.1370737513
337	0.1368973806
338	0.1367178084
339	0.1365252184
340	0.1361588301
341	0.135878998
342	0.1354676831
343	0.1353550863
344	0.1351667978
345	0.1349455376
346	0.134751769
347	0.1347238113
348	0.1346284931
349	0.1342771948
350	0.1338263961
351	0.1336109162
352	0.1334631863
353	0.1330782952
354	0.1328030897
355	0.1324799145
356	0.1322394864
357	0.1320348199
358	0.1317913601
359	0.1314994062
360	0.1314742929
361	0.1312988678
362	0.131092345
363	0.1307826091
364	0.1305422012
365	0.1302906735
366	0.1301183122
367	0.1296528366
368	0.1293441306
369	0.1290896613
370	0.1288146047
371	0.1286193949
372	0.1284800949
373	0.1282814119
374	0.1282324307
375	0.127918773
376	0.1277953905
377	0.1276603422
378	0.1275103815
379	0.127361145
380	0.1272706768
381	0.1269531995
382	0.1265606586
383	0.1263408139
384	0.1262094608
385	0.1260317403
386	0.1257758803
387	0.1254868599
388	0.1253402147
389	0.1251124591
390	0.1247893424
391	0.1245852512
392	0.1243311507
393	0.1243059503
394	0.1241087684
395	0.1239886698
396	0.1239263462
397	0.1237439054
398	0.1235580628
399	0.1233145885
400	0.123136307
401	0.1228556899
402	0.1225506675
403	0.1222280888
404	0.1221715157
405	0.1219394471
406	0.1217686999
407	0.1215354035
408	0.1213761232
409	0.1212670264
410	0.1210501806
411	0.1208295626
412	0.1206261034
413	0.1203534405
414	0.1203391488
415	0.1200905152
416	0.1198082227
417	0.1196114391
418	0.1194055047
419	0.1191093302
420	0.1187262202
421	0.1184679865
422	0.1182347949
423	0.118084321
424	0.1178247611
425	0.1176613038
426	0.1173332823
427	0.1170990933
428	0.1170150931
429	0.1167128141
430	0.1163954438
431	0.1163223168
432	0.1161404388
433	0.1159868734
434	0.115962388
435	0.1157289983
436	0.1155072251
437	0.115304604
438	0.115165023
439	0.1151552104
440	0.1151303537
441	0.1148501151
442	0.1147837957
443	0.1147465821
444	0.1143472603
445	0.1143142024
446	0.1141620905
447	0.1139656617
448	0.113756345
449	0.1137350109
450	0.113647335
451	0.1134840846
452	0.1131119085
453	0.1129792317
454	0.1129460876
455	0.1127633094
456	0.1127174768
457	0.11246976
458	0.1122630753
459	0.1122235329
460	0.1120330867
461	0.111946843
462	0.1117819013
463	0.1116964645
464	0.1116413446
465	0.111300749
466	0.1110940844
467	0.110934316
468	0.1107804172
469	0.1105186832
470	0.1101872225
471	0.110026934
472	0.1097709736
473	0.1097099557
474	0.1094998412
475	0.1093516829
476	0.1091971562
477	0.1091029361
478	0.1089424636
479	0.1086426399
480	0.1086296372
481	0.1085341785
482	0.1084045772
483	0.1083584791
484	0.1081911187
485	0.1079618192
486	0.1078937639
487	0.107568546
488	0.1074980864
489	0.1072439853
490	0.1069293004
491	0.1067664551
492	0.1065209263
493	0.1065101558
494	0.1063699826
495	0.106213674
496	0.1060520357
497	0.1058591061
498	0.1056292621
499	0.1054057417
500	0.1053371956
501	0.1052546163
502	0.1051312798
503	0.1050569384
504	0.1049367629
505	0.1048481386
506	0.1047056656
507	0.1046738413
508	0.1045727056
509	0.1044932071
510	0.1043491493
511	0.1040913159
512	0.1040160117
513	0.1038855748
514	0.1037800099
515	0.1035164007
516	0.1034342784
517	0.1032778667
518	0.1031625672
519	0.1030914417
520	0.1029627613
521	0.1028349479
522	0.1026741039
523	0.1025581549
524	0.1025175484
525	0.1024997688
526	0.1023803362
527	0.1021780525
528	0.1020313887
529	0.1018786183
530	0.1017786449
531	0.101594878
532	0.1014987028
533	0.1014073432
534	0.101247327
535	0.1010669296
536	0.1010357847
537	0.1008595821
538	0.1007578058
539	0.1006798619
540	0.1004930273
541	0.1003899387
542	0.1003820008
543	0.1002025187
544	0.1000472717
545	0.09992976501
546	0.09969067143
547	0.09957058275
548	0.09952735025
549	0.09923484104
550	0.09908686326
551	0.09892939122
552	0.09883830174
553	0.09870426113
554	0.09855086199
555	0.09841125827
556	0.0983601427
557	0.09826833626
558	0.09826582209
559	0.09811807732
560	0.09794259338
561	0.09776103359
562	0.09755287626
563	0.09734468886
564	0.09722286767
565	0.09700936264
566	0.0968452218
567	0.09673077454
568	0.09655232878
569	0.0964198985
570	0.09632962518
571	0.09614405893
572	0.09599130296
573	0.09591294065
574	0.09581514904
575	0.09554785962
576	0.09552138409
577	0.09527713087
578	0.0950464412
579	0.09501788214
580	0.09479879587
581	0.09470445206
582	0.09443728332
583	0.09427992715
584	0.09426082163
585	0.09413227864
586	0.09406970176
587	0.09395804145
588	0.09388019171
589	0.09374611299
590	0.09365082021
591	0.09352383385
592	0.09336385821
593	0.09329195926
594	0.09323398246
595	0.09316045461
596	0.09299111726
597	0.0927614174
598	0.09268244057
599	0.09240455246
600	0.09222454264
601	0.09207803249
602	0.09196709701
603	0.09190516942
604	0.09181041245
605	0.09172738118
606	0.09171140758
607	0.09162207656
608	0.09139959184
609	0.09127872426
610	0.09112550024
611	0.09101656775
612	0.09093725354
613	0.09084157447
614	0.09076863929
615	0.09069333837
616	0.09067271677
617	0.09057067824
618	0.09052955397
619	0.09035619796
620	0.09033823387
621	0.09032383045
622	0.09030115597
623	0.09006357096
624	0.0898737422
625	0.08970590626
626	0.08951235984
627	0.08936307029
628	0.08932591615
629	0.0891413533
630	0.08895887182
631	0.08885268238
632	0.08869825584
633	0.0886398896
634	0.0884327198
635	0.08839646756
636	0.08832856957
637	0.08822257929
638	0.088204808
639	0.08805445493
640	0.08796139838
641	0.08795460652
642	0.08786100138
643	0.08775605889
644	0.08764337246
645	0.08748210254
646	0.08743759397
647	0.08732278381
648	0.08721052514
649	0.08704834195
650	0.08684598232
651	0.08677413204
652	0.08657859506
653	0.08637550071
654	0.08629792291
655	0.08612665775
656	0.08595952277
657	0.08589657116
658	0.08587210724
659	0.08576813803
660	0.08564417871
661	0.08559894442
662	0.08541669255
663	0.08535402444
664	0.08519095678
665	0.08508612169
666	0.08507935743
667	0.08497791125
668	0.08477927016
669	0.08474796414
670	0.08472457398
671	0.0845961625
672	0.08443608463
673	0.08420069734
674	0.08414314168
675	0.08400923499
676	0.08395769098
677	0.0839140371
678	0.0838632108
679	0.08375196749
680	0.08372656394
681	0.08362641143
682	0.08357466995
683	0.08350747089
684	0.08342946102
685	0.083378477
686	0.08326752671
687	0.08314640113
688	0.08295228143
689	0.08285675306
690	0.08275991895
691	0.08265502109
692	0.08253631197
693	0.08235030274
694	0.08219184022
695	0.08210104132
696	0.08198843924
697	0.08183025616
698	0.08176603124
699	0.08163675057
