iter	Passed	Remaining
656	1803	1312
657	1806	1309
658	1809	1306
659	1811	1304
660	1814	1301
661	1817	1298
662	1820	1295
663	1822	1292
664	1825	1290
665	1828	1287
666	1832	1285
667	1835	1283
668	1837	1280
669	1840	1277
670	1843	1274
671	1846	1272
672	1849	1269
673	1851	1266
674	1855	1264
675	1857	1261
676	1860	1258
677	1863	1256
678	1867	1253
679	1870	1251
680	1873	1249
681	1877	1246
682	1880	1244
683	1883	1242
684	1886	1239
685	1889	1237
686	1892	1234
687	1895	1231
688	1897	1228
689	1901	1226
690	1904	1223
691	1906	1220
692	1909	1218
693	1913	1215
694	1916	1213
695	1918	1210
696	1920	1206
697	1923	1204
698	1925	1200
699	1927	1197
700	1929	1194
701	1932	1192
702	1935	1189
703	1938	1186
704	1940	1183
705	1943	1180
706	1945	1177
707	1949	1175
708	1952	1173
709	1955	1170
710	1957	1167
711	1960	1164
712	1962	1161
713	1965	1158
714	1967	1155
715	1970	1153
716	1973	1150
717	1976	1147
718	1979	1145
719	1982	1142
720	1984	1139
721	1987	1136
722	1990	1134
723	1992	1131
724	1996	1128
725	1998	1126
726	2001	1123
727	2004	1120
728	2007	1117
729	2010	1115
730	2012	1112
731	2015	1109
732	2017	1106
733	2020	1103
734	2023	1101
735	2026	1098
736	2028	1095
737	2031	1092
738	2034	1090
739	2036	1087
740	2039	1084
741	2042	1081
742	2045	1079
743	2048	1076
744	2050	1073
745	2053	1070
746	2057	1068
747	2060	1066
748	2063	1063
749	2066	1060
750	2069	1058
751	2071	1054
752	2074	1052
753	2076	1049
754	2079	1046
755	2081	1043
756	2084	1040
757	2086	1037
758	2088	1034
759	2090	1031
760	2093	1029
761	2096	1026
762	2099	1023
763	2101	1020
764	2104	1017
765	2107	1015
766	2109	1011
767	2112	1009
768	2115	1006
769	2117	1003
770	2120	1001
771	2122	998
772	2125	995
773	2127	992
774	2130	989
775	2133	986
776	2137	984
777	2140	982
778	2143	979
779	2147	977
780	2151	975
781	2154	972
782	2157	969
783	2160	967
784	2163	964
785	2165	961
786	2168	958
787	2170	956
788	2173	953
789	2176	950
790	2178	947
791	2181	944
792	2183	941
793	2186	939
794	2189	936
795	2191	933
796	2194	930
797	2197	927
798	2200	925
799	2203	922
800	2206	920
801	2209	917
802	2211	914
803	2213	911
804	2216	908
805	2219	905
806	2221	903
807	2224	900
808	2227	897
809	2229	894
810	2233	892
811	2236	889
812	2239	887
813	2242	884
814	2244	881
815	2247	878
816	2249	875
817	2252	872
818	2255	870
819	2258	867
820	2261	864
821	2264	862
822	2267	859
823	2269	856
824	2272	853
825	2274	851
826	2278	848
827	2281	845
828	2283	842
829	2285	839
830	2288	837
831	2291	834
832	2293	831
833	2296	828
834	2299	826
835	2302	823
836	2304	820
837	2307	817
838	2310	815
839	2313	812
840	2315	809
841	2317	806
842	2321	804
843	2324	801
844	2326	798
845	2329	795
846	2331	792
847	2334	790
848	2337	787
849	2340	784
850	2343	782
851	2346	779
852	2348	776
853	2351	773
854	2353	770
855	2356	768
856	2358	765
857	2361	762
858	2364	759
859	2367	756
860	2369	754
861	2371	751
862	2374	748
863	2377	745
864	2379	742
865	2381	739
866	2384	737
867	2387	734
868	2390	731
869	2392	728
870	2395	726
871	2398	723
872	2400	720
873	2403	717
874	2406	715
875	2410	712
876	2413	710
877	2417	707
878	2420	704
879	2422	702
880	2426	699
881	2429	696
882	2432	694
883	2435	691
884	2438	688
885	2441	686
886	2443	683
887	2446	680
888	2449	677
889	2452	675
890	2454	672
891	2457	669
892	2459	666
893	2463	664
894	2465	661
895	2468	658
896	2471	655
897	2474	653
898	2476	650
899	2479	647
900	2482	644
901	2484	641
902	2487	639
903	2489	636
904	2492	633
905	2494	630
906	2497	627
907	2501	625
908	2504	622
909	2506	619
910	2509	617
911	2512	614
912	2514	611
913	2516	608
914	2519	605
915	2521	602
916	2523	599
917	2526	597
918	2528	594
919	2531	591
920	2533	588
921	2536	585
922	2539	583
923	2543	580
924	2546	578
925	2548	575
926	2551	572
927	2553	569
928	2556	566
929	2557	563
930	2560	561
931	2563	558
932	2565	555
933	2568	552
934	2571	550
935	2574	547
936	2576	544
937	2579	541
938	2581	538
939	2585	536
940	2587	533
941	2590	530
942	2592	527
943	2595	525
944	2598	522
945	2601	519
946	2603	516
947	2606	514
948	2610	511
949	2613	508
950	2616	506
951	2618	503
952	2620	500
953	2623	497
954	2625	494
955	2628	492
956	2631	489
957	2633	486
958	2636	483
959	2639	481
960	2642	478
961	2645	475
962	2648	473
963	2651	470
964	2654	467
965	2657	464
966	2659	462
967	2662	459
968	2664	456
969	2666	453
970	2669	450
971	2671	447
972	2674	445
973	2676	442
974	2678	439
975	2681	436
976	2683	433
977	2686	431
978	2690	428
979	2692	425
980	2696	423
981	2698	420
982	2701	417
983	2704	414
984	2706	412
985	2709	409
986	2712	406
987	2714	403
988	2717	401
989	2720	398
990	2723	395
991	2725	392
992	2728	390
993	2731	387
994	2733	384
995	2735	381
996	2738	379
997	2741	376
998	2745	373
999	2747	370
1000	2750	368
1001	2753	365
1002	2755	362
1003	2758	359
1004	2760	357
1005	2763	354
1006	2767	351
1007	2770	349
1008	2773	346
1009	2775	343
1010	2777	340
1011	2780	337
1012	2783	335
1013	2786	332
1014	2789	329
1015	2792	327
1016	2794	324
1017	2797	321
1018	2801	318
1019	2803	316
1020	2806	313
1021	2808	310
1022	2811	307
1023	2814	305
1024	2817	302
1025	2820	299
1026	2822	296
1027	2825	294
1028	2828	291
1029	2832	288
1030	2834	285
1031	2837	283
1032	2840	280
1033	2843	277
1034	2845	274
1035	2848	272
1036	2851	269
1037	2853	266
1038	2855	263
1039	2858	261
1040	2860	258
1041	2863	255
1042	2865	252
1043	2867	249
1044	2869	247
1045	2872	244
1046	2875	241
1047	2877	238
1048	2880	236
1049	2882	233
1050	2884	230
1051	2887	227
1052	2890	225
1053	2893	222
1054	2896	219
1055	2899	216
1056	2901	214
1057	2904	211
1058	2907	208
1059	2910	205
1060	2912	203
1061	2914	200
1062	2918	197
1063	2920	194
1064	2923	192
1065	2926	189
1066	2928	186
1067	2931	183
1068	2934	181
1069	2937	178
1070	2940	175
1071	2943	172
1072	2946	170
1073	2949	167
1074	2951	164
1075	2954	161
1076	2957	159
1077	2960	156
1078	2964	153
1079	2966	151
1080	2969	148
1081	2972	145
1082	2975	142
1083	2977	140
1084	2980	137
1085	2982	134
1086	2985	131
1087	2988	129
1088	2990	126
1089	2993	123
1090	2996	120
1091	2999	118
1092	3001	115
1093	3003	112
1094	3006	109
1095	3008	107
1096	3011	104
1097	3014	101
1098	3016	98
1099	3019	96
1100	3021	93
1101	3023	90
1102	3026	87
1103	3029	85
1104	3032	82
1105	3035	79
1106	3037	76
1107	3040	74
1108	3042	71
1109	3045	68
1110	3047	65
1111	3050	63
1112	3053	60
1113	3056	57
1114	3058	54
1115	3061	52
1116	3064	49
1117	3067	46
1118	3071	43
1119	3073	41
1120	3076	38
1121	3078	35
1122	3081	32
1123	3084	30
1124	3086	27
1125	3089	24
1126	3091	21
1127	3093	19
1128	3095	16
1129	3097	13
1130	3100	10
1131	3103	8
1132	3106	5
1133	3108	2
1134	3110	0
