iter	Passed	Remaining
268	1033	1655
269	1037	1652
270	1040	1647
271	1046	1646
272	1050	1643
273	1054	1638
274	1057	1634
275	1060	1629
276	1064	1626
277	1068	1622
278	1073	1619
279	1080	1620
280	1090	1626
281	1102	1634
282	1110	1636
283	1115	1633
284	1118	1628
285	1122	1624
286	1125	1619
287	1129	1615
288	1132	1611
289	1135	1605
290	1138	1600
291	1142	1595
292	1145	1591
293	1150	1588
294	1154	1584
295	1157	1580
296	1162	1577
297	1166	1574
298	1170	1569
299	1173	1564
300	1176	1559
301	1181	1556
302	1184	1551
303	1188	1547
304	1191	1543
305	1195	1539
306	1200	1536
307	1203	1532
308	1207	1527
309	1212	1525
310	1215	1520
311	1219	1516
312	1222	1512
313	1228	1510
314	1231	1505
315	1235	1501
316	1238	1496
317	1242	1492
318	1246	1488
319	1249	1483
320	1253	1479
321	1257	1475
322	1260	1471
323	1264	1467
324	1268	1463
325	1271	1458
326	1277	1456
327	1280	1452
328	1286	1450
329	1291	1447
330	1295	1443
331	1298	1439
332	1302	1435
333	1305	1430
334	1309	1427
335	1313	1422
336	1316	1418
337	1319	1413
338	1322	1408
339	1326	1404
340	1329	1399
341	1332	1395
342	1335	1390
343	1339	1385
344	1343	1382
345	1346	1377
346	1349	1373
347	1353	1368
348	1356	1364
349	1361	1361
350	1365	1357
351	1368	1352
352	1371	1348
353	1377	1346
354	1381	1342
355	1384	1337
356	1387	1333
357	1390	1328
358	1394	1324
359	1398	1320
360	1402	1316
361	1407	1314
362	1410	1309
363	1414	1305
364	1417	1301
365	1423	1298
366	1426	1294
367	1429	1289
368	1433	1286
369	1437	1282
370	1441	1278
371	1446	1275
372	1453	1274
373	1460	1273
374	1468	1272
375	1474	1270
376	1478	1266
377	1481	1262
378	1485	1258
379	1488	1253
380	1493	1250
381	1499	1248
382	1503	1244
383	1508	1241
384	1513	1238
385	1516	1233
386	1521	1230
387	1525	1227
388	1529	1223
389	1533	1218
390	1538	1215
391	1541	1211
392	1544	1206
393	1547	1202
394	1551	1197
395	1555	1193
396	1559	1190
397	1562	1185
398	1565	1181
399	1570	1177
400	1573	1173
401	1577	1169
402	1580	1164
403	1584	1160
404	1587	1156
405	1591	1152
406	1595	1148
407	1598	1143
408	1601	1139
409	1605	1135
410	1609	1131
411	1612	1127
412	1615	1122
413	1618	1118
414	1621	1113
415	1626	1110
416	1630	1106
417	1633	1102
418	1637	1098
419	1641	1094
420	1646	1091
421	1651	1087
422	1655	1084
423	1659	1080
424	1663	1076
425	1668	1072
426	1671	1068
427	1675	1064
428	1677	1059
429	1680	1055
430	1684	1051
431	1689	1047
432	1692	1043
433	1696	1039
434	1699	1035
435	1703	1031
436	1707	1027
437	1710	1023
438	1713	1018
439	1717	1014
440	1721	1011
441	1727	1008
442	1733	1005
443	1741	1004
444	1748	1001
445	1755	999
446	1759	995
447	1763	991
448	1770	989
449	1774	985
450	1777	981
451	1782	978
452	1786	974
453	1790	970
454	1794	966
455	1799	963
456	1802	958
457	1806	954
458	1809	950
459	1813	946
460	1816	941
461	1820	937
462	1823	933
463	1828	930
464	1834	927
465	1838	923
466	1841	918
467	1845	914
468	1848	910
469	1852	906
470	1855	902
471	1858	897
472	1862	893
473	1866	889
474	1869	885
475	1873	881
476	1876	877
477	1881	873
478	1885	869
479	1888	865
480	1892	861
481	1897	858
482	1901	854
483	1905	850
484	1912	847
485	1921	846
486	1932	845
487	1941	843
488	1946	839
489	1951	836
490	1954	832
491	1958	827
492	1962	824
493	1967	820
494	1970	816
495	1973	811
496	1977	807
497	1980	803
498	1984	799
499	1988	795
500	1991	791
501	1996	787
502	2000	783
503	2003	779
504	2007	774
505	2012	771
506	2016	767
507	2021	763
508	2024	759
509	2029	755
510	2032	751
511	2036	747
512	2039	743
513	2043	739
514	2047	735
515	2051	731
516	2055	727
517	2059	723
518	2063	719
519	2067	715
520	2070	711
521	2074	707
522	2077	703
523	2080	698
524	2084	694
525	2087	690
526	2090	686
527	2094	682
528	2099	678
529	2104	675
530	2108	671
531	2111	666
532	2115	662
533	2118	658
534	2124	655
535	2128	651
536	2131	647
537	2135	643
538	2138	638
539	2144	635
540	2148	631
541	2151	627
542	2155	623
543	2160	619
544	2163	615
545	2166	611
546	2170	606
547	2174	603
548	2178	599
549	2182	595
550	2184	590
551	2189	586
552	2195	583
553	2199	579
554	2202	575
555	2207	571
556	2210	567
557	2214	563
558	2217	559
559	2221	555
560	2226	551
561	2229	547
562	2232	543
563	2236	539
564	2240	535
565	2245	531
566	2248	527
567	2252	523
568	2257	519
569	2261	515
570	2265	511
571	2268	507
572	2272	503
573	2276	499
574	2281	495
575	2285	492
576	2290	488
577	2294	484
578	2298	480
579	2301	476
580	2305	472
581	2309	468
582	2312	464
583	2316	460
584	2320	456
585	2323	452
586	2327	447
587	2330	443
588	2333	439
589	2337	435
590	2340	431
591	2345	427
592	2348	423
593	2352	419
594	2356	415
595	2359	411
596	2363	407
597	2366	403
598	2371	399
599	2374	395
600	2380	392
601	2383	388
602	2388	384
603	2392	380
604	2395	376
605	2399	372
606	2403	368
607	2408	364
608	2411	360
609	2414	356
610	2418	352
611	2422	348
612	2425	344
613	2431	340
614	2434	336
615	2438	332
616	2441	328
617	2446	324
618	2449	320
619	2454	316
620	2457	312
621	2461	308
622	2465	304
623	2470	300
624	2474	296
625	2477	292
626	2479	288
627	2483	284
628	2487	280
629	2491	276
630	2495	272
631	2498	268
632	2502	264
633	2505	260
634	2508	256
635	2512	252
636	2515	248
637	2522	245
638	2525	241
639	2529	237
640	2533	233
641	2537	229
642	2541	225
643	2544	221
644	2548	217
645	2552	213
646	2555	209
647	2561	205
648	2564	201
649	2568	197
650	2572	193
651	2575	189
652	2579	185
653	2582	181
654	2586	177
655	2589	173
656	2593	169
657	2596	165
658	2599	161
659	2603	157
660	2606	153
661	2609	149
662	2612	145
663	2618	141
664	2622	138
665	2625	134
666	2629	130
667	2633	126
668	2637	122
669	2641	118
670	2644	114
671	2647	110
672	2652	106
673	2656	102
674	2660	98
675	2665	94
676	2670	90
677	2673	86
678	2676	82
679	2680	78
680	2684	74
681	2687	70
682	2689	66
683	2693	63
684	2696	59
685	2699	55
686	2703	51
687	2706	47
688	2710	43
689	2718	39
690	2725	35
691	2733	31
692	2738	27
693	2746	23
694	2751	19
695	2755	15
696	2758	11
697	2763	7
698	2767	3
699	2771	0
