iter	RMSE
653	0.07806012326
654	0.07791268964
655	0.07777787332
656	0.0776187132
657	0.07746272464
658	0.07737153141
659	0.07722807781
660	0.07710365758
661	0.07701275083
662	0.07696489261
663	0.07690660014
664	0.07678393059
665	0.07674154578
666	0.07664016577
667	0.07654313368
668	0.07650218442
669	0.07635853274
670	0.07635022988
671	0.07625120359
672	0.0761035511
673	0.07601219622
674	0.07596368245
675	0.07588721805
676	0.07567600137
677	0.07561767946
678	0.07547461781
679	0.07538390347
680	0.07538114834
681	0.07531152086
682	0.07511153307
683	0.07499130422
684	0.07493675141
685	0.07478057532
686	0.07465662641
687	0.07457788931
688	0.07439375492
689	0.07432618238
690	0.07431318172
691	0.07429530046
692	0.07427308595
693	0.07412797976
694	0.07393691859
695	0.07392590757
696	0.07388273903
697	0.07383701044
698	0.07374760114
699	0.07367728254
